Mat	Red
526.2908936	562.9752197
460.8096924	574.4776001
488.2780151	589.8901367
477.9259644	559.4230957
476.1108093	644.5045166
519.03302	614.5631104
436.119751	515.5263062
725.2741089	790.1785889
413.9692993	440.1980286
490.2391357	612.1738892
475.875	531.4705811
422.3039856	505.6000061
419.7303162	434.8484802
399.7763672	398.1818237
637.0877075	760
537.7109985	684.6341553
498.3735962	586.4151001
662.8253784	740.9230957
421.3493347	402.1333313
618.8692017	761.3186646
470.7638245	600.5714111
437.6544495	476.777771
539.8692017	687.6923218
514.0975342	602.9268188
474.8076782	560.2797241
480.5094299	601.4492798
460.2166748	542.7272949
400.4924927	472.75
433.6989441	458.5263062
418.2953796	405.5384521
404.7814941	453.3333435
392.0539551	420.3174744
426.7794189	443.1372681
457.8825378	523.8095093
404.1291809	433.3333435
418.8962402	462.25
430.9096069	428.0769348
503.7073669	589.447876
424.5984802	464.2748108
434.9142761	377.1428528
411.9700012	453.3333435
446.2506714	525.3424683
419.519043	414.2857056
434.2084351	435.1807251
466.7722473	544.9031982
473.0087585	552.5
404.4914246	430.5714417
488.5799866	573.333313
495.9530029	616.4102783
486.2349854	585.5
445.4391174	520.8695679
492.0792542	585.1572266
527.4143066	624.1428833
470.9669189	594.887207
479.4977112	587.0228882
768.4909058	887.2727051
486.3352966	592.3529663
459.8823853	575.9154663
519.8227539	556.3636475
467.1416626	553.194458
464.9830322	604.9122925
420.5971069	460.7692261
450.0422058	543.2467651
426.2488098	497.6190491
414.5470581	491.7647095
452.2827454	562.0689697
426.497406	497.5862122
447.3947449	490.5263062
418.0874939	510.8333435
436.2992249	522.9007568
442.0319214	496.5957336
541.838623	657.1929932
444.4577026	578.4615479
404.2580566	490.9677429
485.7916565	466.6666565
456.2583313	518.333313
424.15625	471.7857056
431.3659668	484.8936157
420.5445862	496.7567444
441.8807068	532.8070068
445.7318115	551.2987061
443.5320129	550.4000244
428.0967712	513.7634277
612.2184448	714.0350952
503.3709717	594.1935425
553.8740234	684
446.5777893	488.8888855
453.6600037	519
509.1408997	620.9091187
418.9450989	516.4705811
479.1650085	555
429.7784729	496.1111145
415.4599915	400
509.6363525	532.7272949
433.6730652	507.3076782
425.7752075	487.9645996
443.2217407	485.3043518
414.3916626	452.5
446.2305603	497.777771
506.8214417	648.5714111
490.1058044	628.6046753
428.7503967	500.1574707
413.6705933	482.3529358
406.7200012	467
421.8547974	522.6923218
423.9857178	474.6428528
420.5718689	497.5
442.5310364	559.3103638
451.5033264	574
415.0047607	490.4761963
414.7041626	515.833313
410.8478394	576.5217285
417.1952515	536.1904907
417.8823547	512.9411621
424.4764709	494.7058716
412.1534424	489.3103333
431.0018616	487.4074097
404.8157959	475.7894592
496.7833252	605.555542
420.0666809	526.3063354
428.0400085	535.4285889
421.5882263	522.3529663
456.5762024	507.6190491
406.2127686	525.5319214
433.7307739	526.1538696
397.9682922	485.8536682
433.7200012	526
434.7314148	521.7142944
425.4279175	477.2092896
430.3121338	482.4242554
426.7305603	513.333313
424	546.3829956
418.944458	474.0740662
402.9709778	508.387085
414.2179565	500.5128174
427.2875061	485.8333435
436.9164429	517.9746704
447	540.7999878
426.4657898	472.1052551
386.0285645	510
408.4960022	494.3999939
448.4381714	468
435.3911743	515.8823242
412.4295349	484.8636475
599.9833374	750
585.4749756	596.25
472.5012207	548.6951294
446.8890991	515.5454712
482.9400024	617.333313
445.2328796	515.7894897
487.7904663	573.333313
465.144104	519.4117432
427.7279968	534
428.030304	498.7878723
446.4823608	559.4117432
452.3125	551.25
527.2849731	581
517.8857422	586.2857056
447.2061157	524.8979492
425.0470581	495.8823547
422.4252625	532
440.1473694	510.1754456
523.2999878	636.666687
430.0666809	536.5591431
450.4814758	587.4074097
436.3012695	506.0759583
450.5599976	484
383.0171509	476
410.8572388	477.4045715
411.0533447	522
408.8587036	529.5652466
426.4583435	522.5
415.9249878	439.1666565
434.2562561	485
422.4723816	486.9934082
520.0055542	576.666687
425.8166809	488.8888855
414.1889038	450.4761963
412.7571411	440.4081726
418.5357056	498.8095093
493.0039978	558.4000244
407.2922974	516.9230957
413.9267273	481.0344849
426.180603	464.1791077
402.0689697	482.758606
397.875	477
413.8999939	545.4545288
421.613678	476.6315918
383.2785645	428.5714417
472.4454651	551.5151367
417.3248901	483.7320557
525.9401855	625.7377319
423.2958069	495.2616882
419.3379822	500.4651184
401.0083313	408.3333435
420.5796814	467.5
430.7540283	504.2424316
433.3652039	478.2608643
437.0434875	503.9130554
489.4964294	615.7142944
511.7279968	602.4000244
553.8838501	651.612915
553.7774048	667.0968018
574.5316162	694.7008667
434.9231262	531.7919312
460.9129028	605.8064575
581.4439697	722.2954712
650.3568115	723.8848877
645.984375	824.3478394
553.8776855	672.8925781
553.1619263	672.3809814
613.3440552	718.644043
442.6133423	636
570.8545532	787.2727051
456.973877	568.0787964
439.0096741	520.3225708
434.6137085	536.7123413
430.9941101	477.6470642
463.9515991	511.612915
423.1127014	521.2698364
445.4468689	487.8125
435.5048828	481.3658447
457.0119019	489.0476074
442.9523926	508.0376587
453.913208	535.4314575
440.5357666	492.2438965
410.4772644	506.3636475
400.8636475	489.0909119
484.0909119	543.6363525
427.100769	522.6356812
617.024353	704.350647
515.1846313	608.3076782
555.460022	666.7999878
526.1509399	672.8302002
522.6651001	660.2325439
425.7905884	505.6322937
588.2555542	697.777771
476.2432556	630.9909668
456.625	611
471.5	588.7805176
455.7113647	524.5454712
419.584137	481.9047546
434.3383484	502.3833313
430.1092529	542.222229
423.4141541	474.5
512.3842163	587.3684082
584.8649902	652
436.3769226	487.6923218
440.6000061	464.444458
426.1700134	492.6666565
390.3999939	476
447.9333191	541.666687
445.6666565	527.555542
552.5013428	687.8378296
517.5062256	627.5
501.7707214	675.6097412
442.0285645	544.2857056
709.5484619	810.9091187
487.8125	576.458313
485.3099976	538
601.2678833	644.2857056
443.8583374	521.666687
450.6481323	521.3533936
505.9689636	577.9310303
403.7166748	459.3333435
434.0641785	520.4367065
552.6013184	613.0666504
431.8456421	478.6956482
467.6960144	471.2000122
476.8912964	594.7825928
448.9214172	517.1428833
597.1608887	671.3043213
437.237793	491.1111145
483	572.7272949
495.6260986	587.8261108
448.0121765	496.7567444
502.4818115	567.2727051
487.8083191	486.6666565
487.22229	601.7391357
546.2714233	560
484.2176514	567.0588379
410.0539856	494
501.2636414	615.4545288
506.8605957	737.5757446
517.7000122	798.75
439.9576721	529.9099121
432.0643005	477.1428528
476.3714294	534.2857056
465.2857056	619.2857056
445.8461609	593.8461304
418.2985229	512
467.0416565	576.666687
500.0208435	619.166687
476.161438	584.8192749
566.0964355	692.1428833
494.3068848	581.3793335
413.1799927	524
500.502594	580.8869629
610.2022095	646.222229
555.6859741	677.0093384
485.2602844	594.7058716
559.6937256	640
584.0549316	720.7843018
495.542511	605
557.6674805	646.9879761
531.4910889	604
564.7891846	612.9729614
512.190918	595.4091187
590.291687	665.555542
478.2964172	599.2857056
565.1891479	708.6956787
505.1047668	557.1428833
446.6488647	523.7593994
732.7999878	802
498.1000061	624.7999878
645.6680298	743.4319458
561.8624878	620.3571167
719.1448364	788.9655151
463.0618896	578.5714111
472.1115417	586.1538696
539.3255615	595.555542
527.3568726	606.2745361
515.1033936	593.4831543
507.200592	637.1929932
535.0819702	544.4000244
569.8988037	694.6341553
558.8900146	618
498.0299988	672
677.5144043	797.7319336
414.1722107	496.6666565
423.5727234	479.3939514
431.4837952	470.8108215
478.4230652	527.6923218
413.774353	472.3076782
445.3192444	510
479.6529541	612.3529663
536.0239868	624
571.902771	592.777771
475.4076843	572.3076782
416.9287415	486
428.0107117	548.5714111
411	404
422.7720032	507.2000122
480.4925842	565.9259033
444.0911255	517.0414429
413.0709534	476.1290283
419.5634766	488.4615479
432.8545532	533.6363525
425.7363586	463.6363525
458.3684082	491.0526428
435.5054626	512.3636475
555.6758423	651.0344849
508.8514709	624.7058716
439.7433472	500.6666565
452.0979614	560.8163452
413.5805664	548.333313
449.8294678	555.5039063
477.4082031	623.2786865
610.244873	708.9796143
427.0125122	488.125
421.3263245	554.7368164
433.9381104	574.7619019
452.0599976	493.7142944
440.894104	521.1764526
433.9710388	463.1578979
426.3056946	504.0909119
420.5428467	568.5714111
441.3136292	541.8181763
440.5833435	576.666687
477.2740784	523.7036743
453.2916565	520
466.8569336	544.9230957
443.9659729	568.8435669
447.8494873	565.3608398
458.8240051	531.2000122
431.8143005	528.5714111
433.7857056	547.1428833
571.8933105	722
461.3912964	553.043457
430.3851929	542.9629517
563.4214478	660.7142944
464.3864441	569.4915161
421.9100037	519
413.4555664	481.1111145
428.7749939	478.3333435
464.9788513	545.2863159
435.9850464	524.3677979
563.2315063	694.6296387
425.9639893	584.7999878
438.1423035	528.4615479
471.7769165	580
461.8538513	513.8461304
445.4272766	492.7272644
516.6674805	643.3734741
468.5722351	596.666687
501.8933411	626.222229
419.5675659	501.6216125
420.8096924	545.1613159
445.2574768	562.5287476
434.8601074	540
455.3099976	526
421.6193542	506.4515991
437.171875	505.625
407.7444458	490
410.6829224	479.512207
421.8564453	481.9354858
456.7739258	517.3912964
442.2382202	515.8823242
433.879425	511.7647095
424.4898071	445.7142944
421.3611145	467.777771
459.3500061	636.666687
430.2695618	504.3478394
403.8046875	496.875
425.1499939	462.8571472
443.3470459	517.6470337
440.44104	509.2307739
413.5205078	493.3333435
571.7272949	643.6363525
455.3745728	538.3051147
408.0793152	432.4137878
440.1456604	488.2608643
438.0666809	519.166687
412.4296265	545.1851807
447.6578979	520.2631836
442.8875122	503.5714417
421.3347778	460
445.0483398	466.6666565
454.6195068	494.3902588
432.9102478	544.6153564
441.6358337	519.1044922
412.9857178	474.2857056
399.154541	530.9091187
442.1375122	478.125
441.7111206	510.555542
462.2839355	556.0714111
472.5857239	512.8571167
426.6030273	503.030304
412.480957	529.5238037
446.229126	537.4683838
475.6879883	570.4000244
429.1576843	520.7692261
447.3038025	509.3939514
497.9562378	575
419.4842224	463.1578979
433.457489	531.5
438.0583191	518.333313
427.4069824	500.9302368
483.1199951	581
419.0695801	502.8985596
449.1272583	484.5454407
440.6230774	552.3076782
441.8533325	501.3333435
396.625	541.25
397.9545593	463.6363525
417.2153931	490.7692261
441.9593811	542.291687
401.536377	478.1818237
432.2943115	516.1363525
407.6695557	480.8695679
417.9769287	549.2307739
430.3319092	516.5957642
425.4580688	493.5484009
452.2337036	542.4719238
437.2615356	497.6923218
434.1789551	509.4736938
430.2872314	522.5531616
420.4483948	514.8386841
482	542.6087036
394.0961609	522.3076782
419.7411804	534.1176758
425.8377686	544.444458
411.7047729	547.6190186
417.6291809	530
427.7093201	502.9333191
480.6000061	583.2098999
436.694458	488.8888855
438.2909241	485.4545593
471.5740662	527.4074097
442.7588806	545.4205322
435.4841614	547.0731812
454.7922974	563.3846436
437.5186157	532.7907104
416.230011	613
431.7726135	507.8571472
426.0982666	523.9827881
410.9482727	494.4827576
390.1116333	426.0465088
432.6322632	527.7419434
475.4466553	564
501.5681763	616.3636475
438.7652588	538.3157959
450.4421082	511.578949
437.4909058	541.2120972
440.6956482	535.9420166
415.9096985	518.2524414
507.7411804	644.7058716
444.7920532	534.0908813
418.4624939	500
504.4150085	616.25
435.4812622	547.916687
412.2087097	514.3478394
448.1951294	497.0731812
427.3122253	535.6834717
403.4973755	467.8947449
402.2999878	523.333313
415.4196777	506.8852539
430.9848022	490.1265869
423.366272	517.7470093
426.1303101	506.6666565
455.8923035	496.9230652
417.8710632	473.1578979
439.5378418	478.3783875
504.0666809	633.0302734
461.1386414	572.2727051
419.0767517	493.4883728
428.0311584	500.2597351
387.6583252	464.5833435
412.1520081	496.7999878
461.7366638	592
575	690
603.890686	783.565918
494.8125	621.25
451.6833191	563.333313
488.8717346	640.8695679
459.4178162	557.5342407
458.5983582	569.9173584
448.2831421	556.1445923
437.8527832	553.75
435.0176392	506.6666565
467.8533325	565.777771
448.6956787	525.4819946
427.3152161	543.4782715
445.6714172	541.0714111
449.3999939	578.7879028
441.8843384	546.9879761
455.2029419	538.5294189
424.3500061	437.777771
451.8557434	579.3442383
479.25	556
470.0456238	596.8421021
454.151825	563.2109985
450.2296448	582.9629517
544.8754272	716.0655518
423.3599854	507.3333435
654.1152954	791.7647095
472.4789429	558.9473877
428.6124878	536
415.1783752	522.7026978
444.7245789	525.2459106
436.7870178	523.1168823
440.7562561	452.5
430.5677795	500.6666565
444.6000061	586.666687
435.0136414	516.3636475
421.8694458	491.3888855
541.9414063	601.3793335
446.2000122	512.1428833
450.8431396	504.3137207
445.1199951	507
444.0444336	462.222229
436.7181702	477.5757446
416.8557739	531.7307739
414.9472656	483.6363525
425.0593262	512.0878906
408.5937805	486.3354187
424.9023743	488.0952454
468.3416748	548.333313
428.982605	454.3478394
426.1506042	489.1358032
424.4090881	504.7272644
452.5576782	531.2820435
431.0977783	509.3333435
415.4710388	467.8947449
427.2649231	522.3376465
434.5896606	541.3793335
585.9666748	691.111084
501.4177246	633.6708984
410.501709	475.2542419
411.4285583	474.2857056
403.6235352	483.5294189
428.5857239	517.1428833
457.3714294	602.8571167
429.2999878	511.9047546
428.0964355	491.4285583
480.3592529	592.5925903
492.8424683	610.4109497
474.3139038	647.222229
490.6387634	645.8707886
450.5620117	546.4000244
508.2440796	669.4915161
464.4153748	629.2307739
618.6416626	733.75
621.3865967	753.8582764
608.2506714	697.1428833
489.4750061	590
509.5728455	638.2857056
491.4258118	551.612915
446.5862427	546.956543
444.9244995	537.1428833
444.0266724	556.666687
472.5499878	480
397.1174011	505.2173767
415.1580505	547.0968018
435.5668335	515.6498413
434.2268372	485.8536682
414.8024902	497.5
450.2706909	572.0689697
441.7637939	541.3793335
432.2822876	525.9493408
429.0006714	505.0684814
441.7615356	538.7179565
424.5506897	506.3013611
423.5935059	501.5584412
434.5095215	534.2857056
430.9803772	489.0196228
421.3103333	522.2988281
475.2399902	603
425.1799927	509.6000061
439.0663757	495.4621887
469.1272583	532.7272949
437.2219543	492.1951294
445.5545349	536.3636475
560.6079712	644.7999878
619.2269897	714.8522949
689.2000122	779
541.7000122	640
411.40271	522.1621704
522.753418	655.8620605
488	668.5714111
567.8764648	717.0588379
452.8814697	575.555542
522.2041626	670
449.6740112	552.4665527
455.1549988	567
462.2862854	604.7058716
439.5499878	563.333313
449.7723999	557.9310303
430.7356262	476.7123413
464.9827576	550.3448486
563.6714478	673.5714111
477.4299927	646
446.7600098	440
447.5899963	630
402.9142761	478.5714417
476.2071533	557.5
474.0849915	541
415.4105225	547.3684082
469.5799866	588.7999878
441.8071289	618.5714111
539.4249878	629.375
514.5063477	661.5872803
463.9428711	600
485.1055603	605.555542
438.7019958	569.2000122
457.5545349	557.7272949
437.4666748	546.666687
444.9599915	546
479.4714355	574.2857056
427.8263245	532.6315918
711.899231	803.565918
431.1875	545.625
596.885376	742.038208
663.1340942	739.7647095
423.1181946	560
443.9228516	525.7142944
476.2250061	564.166687
686.1669312	746.9354858
489.6052551	608.4210815
430.6900024	509.6000061
528.9407349	677.777771
404.0847168	477.5
392.1919861	422.3999939
502.6043396	598.2608643
489.3942261	627.2727051
435.048584	526.2857056
502.4954529	575.4545288
431.7000122	530
421.4714355	565.7142944
544.6156616	640.5098267
555.4428711	700
447.6400146	552.7999878
427.0499878	532.8571167
456.157135	531.4285889
483.8800049	584
601.2299805	668
566.5800171	691.333313
446.8216248	547.0270386
502.9453125	599.6875
517.1346436	636.9230957
501.5499878	546.666687
467.2846069	579.4871826
520.3757324	663.0302734
478.6856995	565.7142944
554.6719971	635.2000122
418.5	529.2307739
518.5437622	617.5
529.8812256	730.8653564
460.5235291	576.4705811
537.848938	658.755249
473.532074	589.43396
492.9920044	634.4000244
441.2181702	530.9091187
434.9083252	532.777771
427.9857178	470
435.3500061	501.4285583
499.0121155	660
624.4572754	689.7572632
561.0914917	697.8048706
501.3088379	602.3529663
447.1454468	527.2727051
492.4129028	623.2258301
502.0560913	672.1951294
459.1081543	548.4489746
465.7142944	602.3809814
499.0179138	588.8806152
491.2459412	639.8919067
490.8458252	555
674.6821289	735.7142944
492.452179	623.4782715
451.5975037	535
437.8865662	522.9850464
451.7897949	511.2244873
436.0695801	498.2608643
487.0820923	529.5522461
468.5578918	591.5789185
425.1839905	536.7999878
442.9237366	513.5593262
442.7680054	487.2000122
448.2971802	495.6603699
443.6000061	543.9024658
425.7999878	510.7042236
444.9049988	464
440.6516724	518.333313
484.0564575	586.8235474
436.85495	500.8791199
463.7428589	518.0952148
485.3125	620
479.6860962	542.777771
431.0357056	460.2857056
474.2081909	522.5901489
476.845459	556.3636475
421.1387634	484.0816345
468.381897	551.1810913
441.0138855	540.555542
449.8241272	470.3448181
452.452301	547.0769043
524.0896606	603.2183838
451.8313293	527.7108154
495.4545593	597.7272949
555.895813	681.666687
529.1705933	735.2941284
499.0269165	558.4615479
486.9728699	550.0423584
426.9594727	497.8378296
440.5758667	530.3448486
461.2307739	456.9230652
444.7943726	505.6337891
483.6796265	534.8148193
459.274292	510.2857056
515.4789429	626.3157959
556.0949707	627.5999756
435.5232239	547.5
458.1833191	506.6666565
467.4603271	530.413208
446.8928528	493.8095093
465.3641357	513.3962402
433.9675598	501.3513489
460.7948303	513.1958618
414.1087646	444.75
483.6315002	557.9393921
612.3525391	728.607605
549.4034424	685.5172119
532.3200073	646.7999878
442.8222351	542.222229
604.2114258	675.7017822
445.5117798	507.0588379
436.1239929	497.8666687
432.9666748	499.6444397
452.7179871	520
469.0880737	539.7014771
423.2000122	511.2280579
433.4573669	481.3114624
463.0528259	531.7045288
440.6226501	512.8302002
438.2106323	491.4893494
432.7099915	438
533.0883179	619.333313
444.816925	506.7692261
463.0488281	540.4650879
450.9307556	467.6923218
433.5257263	508
449.2381897	489.8181763
460.3611145	513.333313
549.6235352	600.2352905
474.4078674	509.8876343
454.3500061	541.333313
474.3765259	538.7825928
428.6547546	484.7619019
459.8876648	535.0617065
437.5571289	535.7142944
458.16922	526.1538696
466.8753357	491.9480591
455.1095276	538.2857056
426.0098572	506.1971741
434.0817261	524.3010864
422.3263855	452.5
418.1716003	517.0454712
460.3930969	529.6551514
434.6661377	485.1612854
450.2666626	484.5833435
525.9699707	556
511.5880127	591.2000122
456.7885437	518.958313
533.1695557	645.2174072
537.5230713	586.1538696
578.1257324	638.8571167
454.9559021	564.946228
435.2557373	486.4122009
624.6968994	600.625
613.6567383	691.6853638
459.8885803	519.7523804
531.5188599	609.710144
522.2354736	592.9031982
490.845459	550.3030396
508.34021	604.1237183
519.8305054	600
469.4759521	533.6708984
470.509552	545.5652466
443.9166565	537.6923218
542.4840088	561.5999756
520.7399902	595.2000122
473.1973572	574.7368164
489.9971008	549.8551025
461.4160156	520.4420166
435.4649963	481
529.9547729	617.6190186
457.1686707	496.1194153
458.5769348	564.6153564
525.6221924	618.5184937
448.3108215	522.9729614
452.8411255	542.8581543
442.6411743	492.9411621
432.1529541	567.0588379
487.7463379	594.7967529
447.7013245	511.578949
438.4229431	481.9672241
537.9154053	656.9230957
503.980011	633
482.4599915	536
534.2352905	668.2352905
532.9650269	617
492.5527954	546.2921143
438.1605225	483.421051
447.2267456	522.8168945
420.9560547	492.1212158
465.7642822	499.0476074
436.6447144	487.7647095
473.0260315	560.487793
463.0634155	545.8536377
449.380249	518.7654419
448.7408752	529.6774292
480.1078491	538.4509888
410.2717285	503.9130554
478.9705505	589.4642944
444.7094727	521.9526978
560.8499756	593.6363525
456.6619873	548.7999878
459.1773376	528.5333252
491.0294189	604.7058716
439.9112549	562.5
462.421936	526.8292847
434.1898499	529.2753906
433.36026	480.2564087
483.7818298	589.0908813
437.9189758	515.1824951
440.0745544	483.2727356
457.0076904	481.5384521
474.4249878	520.7692261
460.6727295	524
420.6091003	464.5454407
475.139679	569.5238037
438.5967712	501.2903137
490.8643799	572.1838989
524.1010742	588.6315918
479.1483765	544.5161133
558.0717773	613.0769043
451.1899109	514.2635498
443.6555481	531.111084
426.8181763	516.3636475
425.0386963	460.6451721
442.8434753	518.2608643
452.5228882	528.9156494
448.7776184	507.8947449
438.73172	523.6538696
471.4400024	568.25
513.53125	572.916687
455.6615295	530.7692261
446.2896423	488.2758484
425.183136	512.2891846
444.3513794	504.7706299
456.2489929	530.2041016
453.5117188	502.522522
456.6852417	571.8181763
462.9085083	532.5531616
485.952179	597.3912964
422.5890503	527.9451904
446.5682373	549.6470337
426.0231934	504.7999878
440.0214233	471.4285583
414.2342224	497.3684082
449.42099	503.8599854
426.030304	496.3636475
490.9166565	525.555542
465.1069641	518.6046753
480.5343628	549.0234375
429.9315186	505.8695679
420.6867676	487.9411621
534.1157837	665.2631836
432.4573975	493.7391357
431.7818298	554.5454712
405.3875122	463.75
476.3349915	556.2000122
443.1564941	485.1908264
411.1978149	450.3296814
422.9064941	460.3243103
501.54776	666.2686768
451.1404724	582.3809814
566.1466675	699.666687
433.9803772	482.0560608
435.3384705	576.9230957
453.2604065	560.416687
500.2000122	582.1428833
441.6362	490.6896667
432.8726501	513.0188599
425.9909058	534.5454712
454.5291748	560
430.6226807	502.0618591
511.0819702	666.2294922
452.579834	582.0167847
448.0822754	513.7588501
459.5	529.5
535.4432983	624.1790771
528.0114136	706.666687
449.3999939	533.8461304
419.0762939	432.2962952
417.2833252	453.3333435
447.1635132	528.1080933
465.4517517	526.1176758
472.53479	620.8695679
433.7417297	520.5217285
446.6941223	589.4117432
415.0632935	453.5779724
406.3369141	452.6190491
426.4125061	522.7941284
429.0166626	481.2820435
453.6208191	562.5
437.4368896	526.7961426
444.777771	613.333313
478.6190491	537.1428833
454.1411743	484.4117737
424.5849915	534
455.407074	542.8235474
500.4333191	658.333313
483.0643005	548.5714111
426.9021606	499.1304321
442.4750061	528.333313
514.3692017	598.4615479
411.8716125	498.5185242
438.5605164	497.3684082
439.0412598	498.75
552.7062378	605
419.7558899	426.1538391
422.3591003	427.2727356
443.4229431	514.0983887
412.9938965	511.7073059
469.5727234	536.3636475
421.7600098	452.7999878
448.0307617	470.7692261
424.8744202	495.116272
465.695343	511.1627808
458.9700012	498
484.4173889	594.7825928
533.2424927	584
428.0827637	502.0689697
462.9117737	535.8823242
427.9145203	550.4838867
454.519989	537.5999756
426.2170105	505.5319214
449.7404175	541.1398926
447.902832	488.3688049
447.8029785	523.5820923
392.6862183	476.5517273
482.5671082	582.6315918
465.213623	542.7272949
486.6799927	550.666687
463.6000061	516.3636475
510.9772644	655.6363525
414.2485657	484.5714417
474.717865	537.8571167
426.7167969	508.5314636
419.8137817	509.8620605
420.7359619	467.8651733
422.4419861	491.297699
456.1785583	507.1428528
422.5894775	504.5614014
449.0625	517.5
449.0750122	480
580.4285889	627.8571167
517.0322266	644.4067993
528.4162598	604.75
475.8099976	592.666687
479.2861938	553.4483032
420.7037354	480.25
441.0308533	517.8723145
444.4436035	523.0769043
454.4595642	578.7233887
444.4500122	528.333313
441.2000122	500
480.7406616	568.6813354
451.90625	478.125
437.9140625	542.666687
440.743988	498.9333191
403.9914246	456
433.8200073	507.5
447.4288635	497.1134033
419.4249878	477.5
423.6000061	489
447.4658508	494.1463318
461.5461426	513.8461304
419.2098694	465.9154968
432.480011	499.7333374
489.2900085	596
489.9928589	541.4285889
424.9190369	501.9047546
538.5324097	707.0270386
444.5384521	536.9230957
574.460022	749.8181763
448.6031799	538.4127197
493.506073	610.3030396
440.0941162	522.3529663
429.4650879	477.7358398
438.7714233	364.2857056
407.1174011	501.7391357
431.3698425	518.0952148
429.0176392	457.1764832
433.1359863	481.8800049
429.447998	481.6000061
491.5615234	551.5384521
419.2254944	497.6470642
427.8822632	515.4838867
422.1278992	440.9302368
453.5081482	535.5101929
419.2758179	490.9677429
398.4052734	480
486.8364868	579.189209
561.654541	609.0908813
438.2095947	510.2739868
424.5885315	502.2950745
446.4058838	490.1176453
423.5057068	461.1428528
418.0178528	495
461.977356	555.8490601
448.4083862	557.6047974
417.441803	479.6363525
456.1980896	546.1538696
460.625	588.75
458.7105408	562.1052856
472.7928467	540.4761963
431.0632324	500.387085
404.7000122	468.3333435
458.3388977	483.3333435
515.4941406	630.5882568
478.6038513	541.1594238
493.8218689	597.5
509.8157959	536.8421021
538.2096558	570.9677124
647.1934814	700
463.1844482	526.222229
519.3942261	641.9230957
445.8143005	548.5714111
753.5905151	802.9473877
461.5249939	545
418.3908997	503.6363525
584.3700562	713.284668
507.6054077	581.6216431
513.0422974	586.1538696
453.2114258	533.1428833
685.0838013	805.9459229
472.6024475	549.7561035
450.3299866	493
543.6735229	711.1764526
452.5566101	554.2138062
421.4222107	460.444458
523.4899902	622
434.5733032	511.6398621
488.5885925	620.7595215
472.5714417	641.9047852
572.4837646	658.3783569
568.3061523	610.2041016
561.0518799	607.4074097
486.0473633	701.0526123
491.4574585	563.4042358
419.3666687	465.3968201
444.7072754	516.2011108
492.3168335	601.6842041
431.5333252	537.5
469.4333191	565.5814209
660.3092041	751.192688
600.7874756	601.111084
566.3499756	613.5
557.4822388	645.4838867
514.3652344	593.043457
669.9754028	728.1439209
435.465332	517.8977051
427.3487854	453.1707458
459.1297913	489.3616943
532.4799805	680
445.822998	537.4000244
458.2894592	522.1052856
544.5119019	655.2293701
460.0585632	506.2857056
432.8350525	483.917511
431.7193604	469.0967712
444.3450928	536.0784302
443.3416138	504
443.9440613	522.8571167
426.0584717	496.6101685
439.4381104	486.8254089
437.0422058	514.2857056
487.1224976	592.5
427.204834	510
423.4129028	482.7956848
446.8720093	454
624.4026489	658.9473877
471.7520142	559.2000122
707.5140991	780.7909546
755.5581665	851.2727051
429.4412842	483.8095093
434.2576904	484.615387
425.6586304	497.5862122
465.1687622	534.4642944
436.6538391	476.0439453
419.0444336	465.9259338
428.5670166	495.4639282
423.3022461	518.2022705
425.7936401	509.8412781
410.0676575	461.1764832
433.9090881	447.2727356
438.4143982	533.7288208
414.4702148	499.5744629
440.4755249	516.0427856
482.4145508	576
421.8947449	500.3508911
489.2847595	587.7966309
455.3388977	547.111084
437.4930115	516.0465088
471.5356445	594.4827881
437.5187378	472.5
427.1314392	493.8571472
422.7981567	484.6296387
446.1714172	467.1428528
567.8435059	638.2608643
450.1208191	501.6666565
455.9053955	543.0630493
479.0975037	545.5
433.1833191	492.222229
620.0003052	655.8873291
533.7944336	697.777771
427.3384094	477.2799988
512.868103	618.7233887
550.6090698	569.0908813
400.3473816	501.0526428
461.2558289	546.2790527
429.8666687	430.8333435
432.6000061	497.1428528
448.9673462	518.3673706
416.5653687	452.9133911
433.1711121	526.888916
474.1523743	559.0476074
492.9258118	604.5161133
492.0672302	572.758606
452.977478	494.3662109
438.0111084	526.0130615
423.5150452	485.1327515
484.8200073	550
482.7136841	588.201416
422.6971436	489
451.277771	528.888916
459.4312439	498.75
441.9813843	473.0232544
433.5549927	469.5
417.9281311	482.1875
434.4154968	492.1126709
549.095459	642.4091187
480.2294006	476.4705811
434.3944397	466.6666565
486.6174011	529.2174072
458.8531799	487.0212708
494.3282166	650.7692261
532.2338867	601.2903442
464.2000122	555.7894897
589.8134155	698.2142944
492.7590942	559.0908813
432.1111145	522.222229
458.3086853	553.043457
441.1295166	513.442627
448.2459412	485.4053955
450.5471802	507.1697998
718.5039063	759.375
524.3773804	641.8867798
500.5799866	625.75
496.6719971	536.7999878
466.0571289	538.5714111
479.3965454	635.1724243
577.2800293	665.5999756
651.194397	733.1199951
447.8677368	530.7526855
572.4008789	685
461.1142883	525
587.0205078	703.0769043
496.1727295	579.6363525
456.2781372	553.75
548.0479736	555.2000122
484.3952332	563.8095093
424.4761963	528.5714111
449.5083313	550
458.5249939	550
477.5227966	570.175415
507.2935486	566.4515991
513.5845947	583.0769043
520.9000244	724
462.3523865	570.9523926
449.8687439	516.25
509.8739014	580.8695679
424.2823486	481.1764832
487.9666748	576
486.8800049	577
511.5354919	595.4838867
503.5970764	577.475708
