Mat	Red
505.5383911	638.2828369
468.6807556	615.5576782
421.0296326	484.444458
470.884613	612.1923218
473.9690552	623.8095093
523.7521973	679.1304321
431.0259705	504.4155884
531.5664673	610.9278564
492.3371277	640
484.8193359	613.7333374
494.4090881	600
534.8942261	706.9230957
419.845459	529.0908813
402.0568237	482.7272644
410.2000122	491.2113953
409.9074097	464.444458
427.5289612	539.0045166
522.4364624	651.6948853
531.3197021	653.0302734
435.3013611	536.1941528
429.1587219	537.5343628
429.2224731	525.8105469
422.6877136	500.9836121
411.5782471	487.8260803
404.7969971	504.7999878
430.1076965	530.7692261
449.4666748	550.1702881
407.7481384	507.4074097
441.742157	531.9277344
426.1145325	514.5454712
423.1895447	506.2686462
574.7785034	705.2687988
430.7600098	554.1176758
396.5666809	534.8148193
478.9647827	569.5774536
410.601532	489.5384521
442.4897766	574.6212769
409.5700073	526
401.4441223	482.0588379
424.7261963	551.9557495
414.484375	541.25
403.2676392	466.4705811
391.2687378	486.25
419.8787842	501.2121277
411.4227295	509.5454407
409.788147	505.7627258
457.9188843	570.222229
431.1169128	517.8461304
523.1417236	611.0679321
414.3768616	510.0680237
400.8545532	457.4545593
483.7038574	568.2051392
466.5812378	547.5
466.1036987	587.4074097
431.0185547	495.9281311
467.174469	646.8085327
419.493988	506.7999878
417.7642822	527.8571167
434.9285583	520.5714111
502.796936	608
430.9616394	521.9177856
423.9411621	581.1764526
431.3952637	529.2913208
414.5650024	492.7999878
413.6980896	486.9230652
416.2166748	471.875
420.3170776	518.0487671
412.3615417	493.8461609
409.809082	538.1818237
505.5787964	654.0908813
473.3052063	548.8311768
427.0476074	497.1428528
409.7183533	483.6734619
427.4274902	492
427.0095215	447.6190491
407	564.6153564
429.3500061	465
426.9769287	425.384613
426.2354736	485.8064575
458.8184509	518.7692261
448.7842102	476.8421021
413.842865	460.7142944
393.1421204	451.578949
447.8780518	564.6122437
431.7744751	453.6170349
449.9598083	525.5357056
428.0112	519.4827881
428.7590027	495.9712219
478.4190369	530
549.2062988	664.303772
493.8953552	594.883728
412.5131531	434.2105408
437.8533325	459.3333435
423.9694519	472.222229
407.8020325	482.040802
422.3137817	453.7930908
406.036377	409.0909119
409.2866516	415.3333435
421.5787354	470.2978821
548.8571167	654.2857056
442.2652283	484.3478394
432.2419434	482.1505432
466.8238831	568.9552002
463.25	566.666687
422.6931152	463.4482727
408.6400146	500
421.1756897	463.783783
435.3730774	470.7692261
434.3229675	483.783783
430.9382324	480.5882263
430.6000061	440
430.0944519	461.1111145
430.4172363	473.4482727
415.1159973	476
424.7166748	444.2857056
499.0263062	587.3684082
417.8875122	464.375
440.3591003	510.3636475
393.8999939	428
417.9892883	480.7142944
433.9679871	459.2000122
431.0480042	502.7999878
467.5212097	540.6060791
442.78125	512.1875
427.611908	474.0476074
407.7814026	415.3488464
426.8164063	511.8032837
435.6069031	441.379303
396.2666626	471.6666565
401.6238098	476.1904907
440.6629639	502.9629517
400.5578918	418.421051
428.2526245	508.421051
437.4119873	488.5333252
427.7160034	465.6000061
418.7636414	461.5584412
473.5	514.9425049
393.5672607	472.7272644
414.1843872	461.25
458.1511536	485.5813904
424.5786743	484.2666626
425.3382263	480
409.9095154	435.2380981
421.4269104	480
436.5215759	473.3333435
460.4060364	547.0689697
658.0511475	664.6511841
458.021637	504.3283691
469.1499939	519.189209
665.8878784	664.8485107
452.2870178	520.5194702
421.7274475	462.7450867
430.8622742	492.07547
454.7090759	496.3636475
436.6300049	444
432.3139648	479.0697632
411.4913025	493.9130554
415.0679932	429.6000061
421.712677	444.6478882
431.7325134	505.25
544.5684814	666.5753174
439.5157776	486.3157959
435.9333191	468.444458
401.1960144	444.7999878
424.8065796	497.5
436.9095154	470.4761963
586.6278076	611.444458
493.5191345	577.9235229
441.314209	527.7602539
454.5329285	533.4146118
528.8400269	588.5714111
404.4066772	479.1111145
447.0897827	511.25
446.0232544	476.7441711
441.9898682	498.4855042
431.2013855	509.9861145
416.4200134	405.3333435
445.037384	478.1217346
401.1642761	387.8571472
392.0333252	413.3333435
436.4580078	452
417.2302246	473.4883728
405.5799866	435
426.9272766	490.4545593
400.3143005	453.3333435
418.305542	445
443.3039551	528.4342041
387.0666809	376.6666565
414.5785828	438.5714417
446.0678711	542.8571167
426.2666626	463.3333435
413.0117798	502.3529358
466.8232422	536.9767456
434.3946533	444.2857056
413.0821533	446.4285583
450.7047729	444.7619019
408.5	416
408.8882446	451.7647095
423.8624878	455.8333435
404.7312622	397.5
435.8492126	521.5872803
445.0599976	502
445.8101501	509.2753601
484.7307739	632.3076782
421.0379333	487.5862122
534.5775146	580
389.9363708	400
414.1535034	463.7209167
442.5	427.2727356
469.447998	569.5999756
410.0461426	490.7692261
479.0708313	610.833313
563.0792847	654.4827881
426.6442566	519.6551514
630	697.5609741
523.6500244	649.5238037
489.3571472	552.8571167
431.3670959	476.5448608
409.4781189	444.375
429.4782715	487.8260803
435.382843	522.2857056
434.2512207	490.5365906
412.6214294	460.1298828
484.6333313	595.555542
544.5674438	594.8485107
452.3638306	483.8297729
417.9944458	477.777771
568.7999878	678.5714111
427.4421082	434.7368469
570.017395	702.6087036
467.25	536.666687
684.0706177	729.4117432
416.713623	550
657.3325806	746.5116577
681.552002	776
599.446167	775.3846436
602.5908813	651.8181763
479.2636414	556.9091187
573.6758423	706.8965454
500.976593	562.9786987
510.0176392	582.0588379
401.379303	489.6551819
415.8131714	447.3684082
429.8633728	468.7323914
431.861969	529.1304321
423.0578918	568.4210815
454.3714294	564.0357056
419.6849365	475.2763672
427.2000122	472.8302002
452.6543579	530
419.0034485	450.3448181
409.7380066	469.6000061
434.3543091	524.8731079
409.9632874	463.5443115
421.6499939	523.333313
417.9763794	491.6535339
424.5358582	426.4151001
440.4189148	525.9755859
467.708374	569.4838867
415.8069458	486.732666
415.4529419	515.1871948
684.2859497	760.3125
590.1591797	708.0281982
424.3877258	530.0908813
452.2481384	471.1111145
496.9874878	627.6599731
506.1660461	668.3018799
575.0159912	759.5999756
446.9384766	596.9230957
542.1367188	653.6708984
461.3130493	593.043457
433.5220032	514.605835
422.2270813	492.7927246
431.9400024	561
545.5430908	651.0344849
436.5518494	526.2733154
491.5957031	607.4285889
424.7604065	520.8911133
431.8858643	517.9244995
483.5610352	645.7142944
416.8106995	485
413.3127747	516.9361572
421.03479	475.7391357
427.2954102	521.743103
418.9214172	518.5714111
430.1983948	509.7975769
430.4725952	494.0740662
417.4778442	501.25
437.5128784	522.9411621
410.4200134	536
429.1212463	488.6725769
540.5306396	650.1075439
509.1000061	697.6315918
461.7900085	580
461.4171448	577.7142944
433.0656128	547.8400269
442.8787537	538.2330933
416.4205933	435.8823547
440.2536926	549.5061646
433.6626892	529.2537231
413.2117615	517.0588379
444.432373	504.1904907
485.9892883	588.5714111
394.2999878	418.5714417
426.1062927	532.2522583
429.6863403	497
426.074707	468.9655151
500.3631287	627.4654541
421.4581909	509.8360596
419.5606995	466.4285583
419.1875	497.0833435
418.7049866	478
435.4619141	476.6666565
407.1155701	544.888916
448.7123108	505.5384521
458.559082	530.4545288
420.6099854	466
435.4633484	526.666687
446.475769	569.0908813
480.3330688	593.3834839
417.0852661	507.4111633
424.5442505	501.6393433
439.6210022	487.7310791
415.7392883	468.5714417
431.4979248	542.916687
406.7197571	443.9506226
409.9793091	544.8275757
418.4490662	480.1227112
501.2999878	589.2307739
422.3051147	481.5384521
413.9899902	466.2857056
436.696167	565.3846436
524.6221924	584.444458
451.0880127	660
439.118103	482.6666565
423.4144592	481.0526428
411.7961426	518.0769043
419.4787598	482.75
492.3908997	669.3181763
424.6114807	481.1475525
460.8153992	524.6153564
429.5053101	469.5575256
440.2550049	493
413.3450012	461
448.140625	560
419.4978027	467.5912476
417.194458	530
449.4945984	483.783783
445.0867615	536.821167
430.6491699	473.6065674
467.1862488	581.5384521
444.453064	505.0769348
594.8831787	678.1679688
448.4719238	562.0820313
509.4733276	704.666687
552.1612549	661.6326294
433.4234619	508.7755127
437.9757996	497.7070007
557.9703979	735.555542
463.451416	516.5714111
483.7127686	651.4893799
449.2000122	610
453.928009	548.7999878
519.0263062	644.2105103
428.7082825	498.045105
425.7488098	492.1428528
430.3076477	505.8823547
421.1777649	484.444458
421.2886963	461.612915
436.2457886	508.5981445
420.2575684	489.0909119
526.3285522	628.5714111
549.4162598	800.5
448.2023621	531.9248657
425.6518555	480.7407532
399.7999878	501.3333435
437.0101013	507.1559753
440.7190552	532.8571167
447.0599976	567.333313
425.948822	497.2092896
414.8266602	482.6666565
420.8069458	498.6087036
412.0840759	490
435.934967	504.3902588
435.9136353	502.7272644
430.9328613	487.4125977
463.4855652	589.777771
404.3548279	481.2903137
433.7711182	474.6666565
420.5727234	453.6363525
474.1095276	470.4761963
416.6595154	506.6666565
438.6642761	466.4285583
424.4400024	468
422.2681885	481.2121277
478.1218262	599.6363525
490.8125	571.875
551.6793213	603.4483032
427.854126	488.7058716
416.760437	469.4029846
430.8138428	472.3076782
410.3964233	430.2380981
463	590
413.4402771	430.8333435
469.4035645	565.7142944
420.7891235	500.4347839
414.6100769	447.0440369
426.7745361	430.9090881
423.1514282	405.7142944
428.5285645	457.5
410.8999939	628
456.90979	487.1739197
442.9885864	488.5714417
435.7886353	511.8181763
407.5	600
484.7916565	650
428.8994141	486.1714172
434.6307068	457.8947449
410.3597107	439.444458
471.4624939	580
428.3817139	496.2285767
465.0727234	534.5454712
538.6644897	629.6774292
432.8374939	558.75
435.5224915	546
483.1246033	587.0769043
426.9517822	528.5714111
407.588562	478.8571472
412.634613	463.384613
406.0669861	480
556.1599731	641.333313
425.3812561	506.25
433.5045776	479.8165283
429.9670105	487.4468079
421.6634521	497.9310303
544.0618896	632.8571167
442.5863647	603.6363525
457.2886658	580.4000244
410.6618958	480.9523926
425.1099854	489.75
418.4728088	475.3398132
429.5857849	478.7954407
427.4178162	486.0274048
413.3024597	462.9508057
417.0581055	463.0769348
411.8200073	520
443.4411621	484.901947
431.59552	507.4796753
429.3675537	501.0810852
422.8999939	496.4179077
433.2428589	519.2857056
451.7185059	474.0740662
431.2210388	550.5263062
426.2515259	441.0101013
406.7372131	386.0465088
422.1472778	452.3636475
446.5027161	487.5675659
418.155365	477.5
437.3399963	503.4285583
427.8018799	434.3396301
453.4887695	556.7346802
407.3634644	446.9230652
437.3344421	509.777771
433.7792053	477.8217773
475.5041809	551.111084
471.3800049	594
426.1164246	483.1343384
520.7595215	612.3809814
423.4217529	488.0434875
445.3285828	530
483.6064453	521.9354858
457.2247009	532.8394775
444.8466797	495
402.813324	457.3333435
413.2666626	485.555542
417.0314331	464
446.21875	563.333313
632.8516846	804.5
462.5881653	588.6021729
498.7828674	606.8857422
411.2384644	489.2307739
434.9418945	499.1351318
475.8687439	595
413.9577637	482.6666565
433.2383423	496.5
499.8039856	585.5629272
498.3900146	644
670.4115601	744.8554688
433.6142883	431.4285583
496.5846252	676.1538696
487.9879456	602.4138184
471.7700806	561.682251
492.2000122	570
443.1993103	512.1379395
425.7580566	463.8709717
558.4875488	691.1428833
596.4869385	755.0724487
457.1350098	530
416.3706665	438.3458557
464.6094971	598.1034546
436.1260071	571.2000122
394.1549988	488
474.0076904	532.3076782
436.6481628	497.0370483
